filename,width,height,class,xmin,ymin,xmax,ymax
723f2ef2b548b232_jpg.rf.c0dc5e2f92e8c4f14058c8d730dd35a7.jpg,320,320,Bird,203,77,215,90
723f2ef2b548b232_jpg.rf.c0dc5e2f92e8c4f14058c8d730dd35a7.jpg,320,320,Bird,203,110,211,126
723f2ef2b548b232_jpg.rf.c0dc5e2f92e8c4f14058c8d730dd35a7.jpg,320,320,Bird,205,158,218,189
723f2ef2b548b232_jpg.rf.c0dc5e2f92e8c4f14058c8d730dd35a7.jpg,320,320,Bird,215,90,233,107
723f2ef2b548b232_jpg.rf.c0dc5e2f92e8c4f14058c8d730dd35a7.jpg,320,320,Bird,247,161,262,172
723f2ef2b548b232_jpg.rf.c0dc5e2f92e8c4f14058c8d730dd35a7.jpg,320,320,Bird,268,120,277,133
723f2ef2b548b232_jpg.rf.c0dc5e2f92e8c4f14058c8d730dd35a7.jpg,320,320,Bird,273,260,280,275
723f2ef2b548b232_jpg.rf.c0dc5e2f92e8c4f14058c8d730dd35a7.jpg,320,320,Bird,284,73,298,95
723f2ef2b548b232_jpg.rf.c0dc5e2f92e8c4f14058c8d730dd35a7.jpg,320,320,Bird,287,115,301,131
61d30e5b004da6e4_jpg.rf.ba91c77835aeac9c0b39e804916a62d0.jpg,320,320,Apple,151,10,270,139
61d30e5b004da6e4_jpg.rf.ba91c77835aeac9c0b39e804916a62d0.jpg,320,320,Apple,0,0,320,215
473483503945a2a2_jpg.rf.b9782809ad55cf2ebb5f7d3bb109dd51.jpg,320,320,Person,0,49,111,131
473483503945a2a2_jpg.rf.b9782809ad55cf2ebb5f7d3bb109dd51.jpg,320,320,Person,9,55,165,306
473483503945a2a2_jpg.rf.b9782809ad55cf2ebb5f7d3bb109dd51.jpg,320,320,Person,165,50,320,141
c67dc18751bb9cb0_jpg.rf.c05bb2c6b727c653136cb20db5e26147.jpg,320,320,Apple,29,106,151,256
c67dc18751bb9cb0_jpg.rf.c05bb2c6b727c653136cb20db5e26147.jpg,320,320,Apple,0,0,320,319
c67dc18751bb9cb0_jpg.rf.c05bb2c6b727c653136cb20db5e26147.jpg,320,320,Apple,141,0,275,118
df2e284331f97dc9_jpg.rf.bde2f4926f0d562a0a7b826040ebe651.jpg,320,320,Bird,80,48,203,267
3384a256475b266a_jpg.rf.bf679156957192f4f7cdf834eea8977b.jpg,320,320,Bird,146,45,255,224
0393c3228189aad9_jpg.rf.be6243654ba8408a3f62818fe6d46440.jpg,320,320,Person,33,14,283,320
630407ca732121b4_jpg.rf.bc4156c83f7da78f7bf7165b77c38600.jpg,320,320,Apple,97,88,146,150
abc8c36f982783b4_jpg.rf.bd6751eab1b3128257b8af9ef748c59f.jpg,320,320,Apple,29,77,180,220
00f8021debb20d8a_jpg.rf.c06b355bbf637d3569a5dae875a090e1.jpg,320,320,Bird,143,86,213,271
4142c2f7d8dd89ec_jpg.rf.bd28a3fa65317a073bf76cea4b0d9462.jpg,320,320,Bicycle,181,68,279,244
4142c2f7d8dd89ec_jpg.rf.bd28a3fa65317a073bf76cea4b0d9462.jpg,320,320,Bicycle,168,0,243,65
e9b0aebbc04fc088_jpg.rf.bf3a74bbd95c5f0ffa8065083dd6e442.jpg,320,320,Boat,0,1,320,302
38e38385409deeea_jpg.rf.bf7738383c12cc43895568333a08d0f3.jpg,320,320,Apple,115,137,202,178
38e38385409deeea_jpg.rf.bf7738383c12cc43895568333a08d0f3.jpg,320,320,Apple,230,114,253,127
38e38385409deeea_jpg.rf.bf7738383c12cc43895568333a08d0f3.jpg,320,320,Person,99,0,320,146
f587fd6c635e6828_jpg.rf.bccd734473fd21b98472055633e1dcd0.jpg,320,320,Bicycle,99,167,144,301
f587fd6c635e6828_jpg.rf.bccd734473fd21b98472055633e1dcd0.jpg,320,320,Bicycle,0,187,59,320
f587fd6c635e6828_jpg.rf.bccd734473fd21b98472055633e1dcd0.jpg,320,320,Bicycle,141,153,292,251
7fc8047a96280aa4_jpg.rf.bc5d0bd961ad11311817f4a946667101.jpg,320,320,Bird,5,28,197,271
7a9e9a2e5c53372f_jpg.rf.bdd4f62a63f30781f03c0c7b722bdb37.jpg,320,320,Bicycle,112,216,140,304
7a9e9a2e5c53372f_jpg.rf.bdd4f62a63f30781f03c0c7b722bdb37.jpg,320,320,Person,173,0,196,71
7a9e9a2e5c53372f_jpg.rf.bdd4f62a63f30781f03c0c7b722bdb37.jpg,320,320,Bicycle,48,212,77,286
7a9e9a2e5c53372f_jpg.rf.bdd4f62a63f30781f03c0c7b722bdb37.jpg,320,320,Bicycle,109,76,134,147
7a9e9a2e5c53372f_jpg.rf.bdd4f62a63f30781f03c0c7b722bdb37.jpg,320,320,Bicycle,172,38,189,105
7a9e9a2e5c53372f_jpg.rf.bdd4f62a63f30781f03c0c7b722bdb37.jpg,320,320,Person,47,171,77,258
7a9e9a2e5c53372f_jpg.rf.bdd4f62a63f30781f03c0c7b722bdb37.jpg,320,320,Person,109,29,138,123
7a9e9a2e5c53372f_jpg.rf.bdd4f62a63f30781f03c0c7b722bdb37.jpg,320,320,Person,112,172,144,272
5d8557a6a05a0905_jpg.rf.c177226f04637f6ab25e044aa1dc1e0a.jpg,320,320,Person,0,22,253,320
ac9853b5c3ca1560_jpg.rf.c12b51bc3b7ac11fbfab2eedde5f0b57.jpg,320,320,Bicycle,0,9,319,295
fcc38f8b4e0aaeb7_jpg.rf.b8093f921d9ed09b200907ffd3e71af3.jpg,320,320,Bicycle,14,35,76,133
fcc38f8b4e0aaeb7_jpg.rf.b8093f921d9ed09b200907ffd3e71af3.jpg,320,320,Bicycle,59,18,309,148
a52b60988f815615_jpg.rf.bd34f42a9783eebbc7dc1005638ca51a.jpg,320,320,Apple,160,114,296,282
a52b60988f815615_jpg.rf.bd34f42a9783eebbc7dc1005638ca51a.jpg,320,320,Apple,0,127,86,311
1c36044c14c15f74_jpg.rf.c7d52653ad212eb1334a742459d3a910.jpg,320,320,Person,28,55,74,243
1c36044c14c15f74_jpg.rf.c7d52653ad212eb1334a742459d3a910.jpg,320,320,Person,284,224,312,282
5e8f2927664a8996_jpg.rf.ca87b7a42083b36d89d264a27ed317db.jpg,320,320,Bicycle,33,39,282,306
d01a8b3fdfe40035_jpg.rf.c9f66f5ce135eb3fad0c238358191154.jpg,320,320,Boat,39,112,232,177
0357826d8fd30e3c_jpg.rf.c9ec3f6b54fa2b5a1823493f7c6ef49f.jpg,320,320,Apple,64,4,107,60
0357826d8fd30e3c_jpg.rf.c9ec3f6b54fa2b5a1823493f7c6ef49f.jpg,320,320,Apple,48,124,89,161
0357826d8fd30e3c_jpg.rf.c9ec3f6b54fa2b5a1823493f7c6ef49f.jpg,320,320,Apple,87,213,166,311
0357826d8fd30e3c_jpg.rf.c9ec3f6b54fa2b5a1823493f7c6ef49f.jpg,320,320,Apple,110,12,147,66
0357826d8fd30e3c_jpg.rf.c9ec3f6b54fa2b5a1823493f7c6ef49f.jpg,320,320,Apple,117,81,163,112
e52b60997f948327_jpg.rf.c4d6f649f9efe3de3ed2b550a479cad4.jpg,320,320,Person,75,4,229,300
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,206,120,294,318
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,201,178,215,195
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,181,172,212,185
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,149,301,209,320
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,187,175,202,195
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,163,194,195,202
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,161,189,190,203
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,158,186,182,197
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,145,180,179,193
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,132,173,177,188
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,145,166,175,177
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,152,182,173,195
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,142,165,173,178
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,161,139,171,152
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,137,171,169,180
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,106,154,158,163
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,104,148,132,161
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,104,169,132,185
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,117,161,131,172
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,67,104,105,168
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,94,167,105,181
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,22,173,101,249
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,77,213,97,230
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,88,83,97,91
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,87,163,96,178
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,49,151,93,225
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,83,86,87,90
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,78,86,82,92
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,69,88,77,91
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,64,86,70,92
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,58,86,63,92
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,51,87,59,93
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,41,81,55,92
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,35,83,40,92
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,30,84,37,89
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,28,88,35,93
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,2,162,30,181
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,26,85,29,88
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,22,86,25,88
8e286c2fde17a946_jpg.rf.c5af2fe4ef284ddd0c5ad39eb3ee5026.jpg,320,320,Boat,0,172,17,192
0d5b905670078293_jpg.rf.cd4e9c98f998316e89748262364175f5.jpg,320,320,Boat,30,0,320,320
0d5b905670078293_jpg.rf.cd4e9c98f998316e89748262364175f5.jpg,320,320,Boat,223,123,260,149
8c83fa18f9de4873_jpg.rf.cdd8af3a43af729feeec9181dad43cac.jpg,320,320,Boat,252,162,264,167
8c83fa18f9de4873_jpg.rf.cdd8af3a43af729feeec9181dad43cac.jpg,320,320,Boat,112,129,237,166
1395d0c5a45ce2a7_jpg.rf.cd2a19adab2bc7bf13329806579785b4.jpg,320,320,Person,47,53,86,225
ed7063fffb679c71_jpg.rf.c556b237619cf12e2f11e355e066728d.jpg,320,320,Boat,192,67,318,213
ed7063fffb679c71_jpg.rf.c556b237619cf12e2f11e355e066728d.jpg,320,320,Boat,0,56,191,318
d102cc971fc57f70_jpg.rf.ccfa2c1277e241e7af1b579f34478ea0.jpg,320,320,Bicycle,180,224,283,317
d102cc971fc57f70_jpg.rf.ccfa2c1277e241e7af1b579f34478ea0.jpg,320,320,Bicycle,276,202,301,252
d102cc971fc57f70_jpg.rf.ccfa2c1277e241e7af1b579f34478ea0.jpg,320,320,Bicycle,253,198,261,241
49bf60b20b53d3b5_jpg.rf.cf3d058d90e008529cc237d35db95a7b.jpg,320,320,Bird,186,78,238,181
96abe0c58eefae07_jpg.rf.c8af58cb59aa3aae37a612f803660a80.jpg,320,320,Person,135,62,204,312
96abe0c58eefae07_jpg.rf.c8af58cb59aa3aae37a612f803660a80.jpg,320,320,Person,310,189,320,316
96abe0c58eefae07_jpg.rf.c8af58cb59aa3aae37a612f803660a80.jpg,320,320,Person,262,153,297,319
96abe0c58eefae07_jpg.rf.c8af58cb59aa3aae37a612f803660a80.jpg,320,320,Person,219,216,276,319
96abe0c58eefae07_jpg.rf.c8af58cb59aa3aae37a612f803660a80.jpg,320,320,Person,31,131,78,313
4af450d03f2b9a9e_jpg.rf.c775d8d43b59f0c7f26a4abb43841d49.jpg,320,320,Bicycle,65,156,269,300
4af450d03f2b9a9e_jpg.rf.c775d8d43b59f0c7f26a4abb43841d49.jpg,320,320,Bicycle,0,153,116,244
353f9f496e41bcb5_jpg.rf.ce65c9bf39f018eeddd799ed00889ec5.jpg,320,320,Bicycle,0,95,10,106
353f9f496e41bcb5_jpg.rf.ce65c9bf39f018eeddd799ed00889ec5.jpg,320,320,Bicycle,37,80,186,106
353f9f496e41bcb5_jpg.rf.ce65c9bf39f018eeddd799ed00889ec5.jpg,320,320,Bicycle,105,83,116,101
353f9f496e41bcb5_jpg.rf.ce65c9bf39f018eeddd799ed00889ec5.jpg,320,320,Bicycle,229,83,240,99
353f9f496e41bcb5_jpg.rf.ce65c9bf39f018eeddd799ed00889ec5.jpg,320,320,Bicycle,276,80,294,98
353f9f496e41bcb5_jpg.rf.ce65c9bf39f018eeddd799ed00889ec5.jpg,320,320,Bicycle,299,71,320,94
353f9f496e41bcb5_jpg.rf.ce65c9bf39f018eeddd799ed00889ec5.jpg,320,320,Person,0,90,4,112
353f9f496e41bcb5_jpg.rf.ce65c9bf39f018eeddd799ed00889ec5.jpg,320,320,Person,12,98,41,112
353f9f496e41bcb5_jpg.rf.ce65c9bf39f018eeddd799ed00889ec5.jpg,320,320,Person,47,99,52,112
353f9f496e41bcb5_jpg.rf.ce65c9bf39f018eeddd799ed00889ec5.jpg,320,320,Person,73,85,158,116
353f9f496e41bcb5_jpg.rf.ce65c9bf39f018eeddd799ed00889ec5.jpg,320,320,Person,187,97,194,112
353f9f496e41bcb5_jpg.rf.ce65c9bf39f018eeddd799ed00889ec5.jpg,320,320,Person,193,98,197,112
353f9f496e41bcb5_jpg.rf.ce65c9bf39f018eeddd799ed00889ec5.jpg,320,320,Person,315,72,320,110
aeb74d9188146556_jpg.rf.c2b2e934fe982397454b02b96260d3c8.jpg,320,320,Apple,271,155,318,248
69b9b5e3958fc249_jpg.rf.c8e78159798f7aeae34cf7c00bb43651.jpg,320,320,Bicycle,48,134,84,265
69b9b5e3958fc249_jpg.rf.c8e78159798f7aeae34cf7c00bb43651.jpg,320,320,Bicycle,84,115,102,230
69b9b5e3958fc249_jpg.rf.c8e78159798f7aeae34cf7c00bb43651.jpg,320,320,Bicycle,129,75,154,113
69b9b5e3958fc249_jpg.rf.c8e78159798f7aeae34cf7c00bb43651.jpg,320,320,Bicycle,131,162,166,287
69b9b5e3958fc249_jpg.rf.c8e78159798f7aeae34cf7c00bb43651.jpg,320,320,Bicycle,156,102,174,218
69b9b5e3958fc249_jpg.rf.c8e78159798f7aeae34cf7c00bb43651.jpg,320,320,Bicycle,180,185,216,320
69b9b5e3958fc249_jpg.rf.c8e78159798f7aeae34cf7c00bb43651.jpg,320,320,Person,42,83,89,245
69b9b5e3958fc249_jpg.rf.c8e78159798f7aeae34cf7c00bb43651.jpg,320,320,Person,64,70,105,197
69b9b5e3958fc249_jpg.rf.c8e78159798f7aeae34cf7c00bb43651.jpg,320,320,Person,126,19,160,133
69b9b5e3958fc249_jpg.rf.c8e78159798f7aeae34cf7c00bb43651.jpg,320,320,Person,127,105,171,262
69b9b5e3958fc249_jpg.rf.c8e78159798f7aeae34cf7c00bb43651.jpg,320,320,Person,153,45,186,137
69b9b5e3958fc249_jpg.rf.c8e78159798f7aeae34cf7c00bb43651.jpg,320,320,Person,167,82,213,183
69b9b5e3958fc249_jpg.rf.c8e78159798f7aeae34cf7c00bb43651.jpg,320,320,Person,173,129,222,299
e90cfee9f1cde5f1_jpg.rf.c1b4846e7ce73b7eb3190f802b5478dc.jpg,320,320,Bird,217,79,236,91
e90cfee9f1cde5f1_jpg.rf.c1b4846e7ce73b7eb3190f802b5478dc.jpg,320,320,Bird,179,93,199,109
e90cfee9f1cde5f1_jpg.rf.c1b4846e7ce73b7eb3190f802b5478dc.jpg,320,320,Bird,114,252,128,269
ad8edab8640605ee_jpg.rf.d12aa4e961eed2cf98fa787d24863a6b.jpg,320,320,Bicycle,95,131,230,257
32b5fff3af4d2d71_jpg.rf.d02e0c5dbb7878c288ba972e7d3ad5c0.jpg,320,320,Bird,143,125,240,205
6423f4f8d3f2d165_jpg.rf.d05adfee0404058a207c7f0cb6164056.jpg,320,320,Person,82,76,152,196
6423f4f8d3f2d165_jpg.rf.d05adfee0404058a207c7f0cb6164056.jpg,320,320,Person,98,73,270,299
6423f4f8d3f2d165_jpg.rf.d05adfee0404058a207c7f0cb6164056.jpg,320,320,Person,218,52,255,175
6423f4f8d3f2d165_jpg.rf.d05adfee0404058a207c7f0cb6164056.jpg,320,320,Person,241,39,288,191
55cece073f430dc8_jpg.rf.ce1295fb553a529f5088132dfd33c220.jpg,320,320,Bird,195,175,225,188
02b5bd71e1db8863_jpg.rf.cfca86e34072882247c9abbb3410dc9c.jpg,320,320,Bicycle,89,29,155,167
02b5bd71e1db8863_jpg.rf.cfca86e34072882247c9abbb3410dc9c.jpg,320,320,Bicycle,0,1,320,168
02b5bd71e1db8863_jpg.rf.cfca86e34072882247c9abbb3410dc9c.jpg,320,320,Person,0,57,320,255
02df2d0f96b53a4b_jpg.rf.d1b18efaf2c29b2881044ddf87a8c5e7.jpg,320,320,Bird,169,98,199,127
02df2d0f96b53a4b_jpg.rf.d1b18efaf2c29b2881044ddf87a8c5e7.jpg,320,320,Bird,177,148,189,173
02df2d0f96b53a4b_jpg.rf.d1b18efaf2c29b2881044ddf87a8c5e7.jpg,320,320,Bird,160,165,182,184
02df2d0f96b53a4b_jpg.rf.d1b18efaf2c29b2881044ddf87a8c5e7.jpg,320,320,Bird,152,79,176,108
02df2d0f96b53a4b_jpg.rf.d1b18efaf2c29b2881044ddf87a8c5e7.jpg,320,320,Bird,153,169,165,207
02df2d0f96b53a4b_jpg.rf.d1b18efaf2c29b2881044ddf87a8c5e7.jpg,320,320,Bird,126,98,151,130
02df2d0f96b53a4b_jpg.rf.d1b18efaf2c29b2881044ddf87a8c5e7.jpg,320,320,Bird,134,147,150,182
f4d24e069d292762_jpg.rf.d1dd7100dba4c76bcc2e18d97932cd27.jpg,320,320,Apple,0,0,320,320
1cab74fb7db23a60_jpg.rf.cad546941c1de02bfc5292b7410ce920.jpg,320,320,Boat,0,1,320,320
9c11500ac148fde0_jpg.rf.d2a67badce36b48c3358c76c9d7ea381.jpg,320,320,Apple,219,100,319,177
9c11500ac148fde0_jpg.rf.d2a67badce36b48c3358c76c9d7ea381.jpg,320,320,Apple,250,128,293,159
51cf34edda81ae9d_jpg.rf.d2d9927810c40bfd4b270746cb9f1751.jpg,320,320,Bird,157,60,211,110
e49a72a100508e18_jpg.rf.cb3c2ccc4e02fed1ba66b27f774f4269.jpg,320,320,Boat,231,168,253,188
e49a72a100508e18_jpg.rf.cb3c2ccc4e02fed1ba66b27f774f4269.jpg,320,320,Boat,224,168,229,172
e49a72a100508e18_jpg.rf.cb3c2ccc4e02fed1ba66b27f774f4269.jpg,320,320,Boat,205,168,211,172
e49a72a100508e18_jpg.rf.cb3c2ccc4e02fed1ba66b27f774f4269.jpg,320,320,Boat,192,170,200,175
e49a72a100508e18_jpg.rf.cb3c2ccc4e02fed1ba66b27f774f4269.jpg,320,320,Boat,164,171,170,175
e49a72a100508e18_jpg.rf.cb3c2ccc4e02fed1ba66b27f774f4269.jpg,320,320,Boat,155,157,165,175
e49a72a100508e18_jpg.rf.cb3c2ccc4e02fed1ba66b27f774f4269.jpg,320,320,Boat,105,176,109,180
e76cae3fcf542af8_jpg.rf.d540d1c2365f3d05547902f6a9dab324.jpg,320,320,Bicycle,62,4,320,160
59b5a4d5d7dd289a_jpg.rf.d542faa971afc5988c6cbfb1462fcc91.jpg,320,320,Bird,86,97,266,253
61b9db914b2c560d_jpg.rf.d19f6d93ea32bdc71caa541658b95377.jpg,320,320,Boat,27,81,217,211
14eab3a4178c5a93_jpg.rf.d2b4226a038c47b1f66665cb563c021b.jpg,320,320,Boat,43,27,131,160
14eab3a4178c5a93_jpg.rf.d2b4226a038c47b1f66665cb563c021b.jpg,320,320,Boat,281,91,320,320
14eab3a4178c5a93_jpg.rf.d2b4226a038c47b1f66665cb563c021b.jpg,320,320,Boat,233,40,320,320
14eab3a4178c5a93_jpg.rf.d2b4226a038c47b1f66665cb563c021b.jpg,320,320,Boat,162,34,283,320
14eab3a4178c5a93_jpg.rf.d2b4226a038c47b1f66665cb563c021b.jpg,320,320,Boat,206,120,269,203
14eab3a4178c5a93_jpg.rf.d2b4226a038c47b1f66665cb563c021b.jpg,320,320,Boat,118,24,233,320
14eab3a4178c5a93_jpg.rf.d2b4226a038c47b1f66665cb563c021b.jpg,320,320,Boat,163,112,207,211
14eab3a4178c5a93_jpg.rf.d2b4226a038c47b1f66665cb563c021b.jpg,320,320,Boat,91,105,145,197
14eab3a4178c5a93_jpg.rf.d2b4226a038c47b1f66665cb563c021b.jpg,320,320,Boat,36,114,78,266
14eab3a4178c5a93_jpg.rf.d2b4226a038c47b1f66665cb563c021b.jpg,320,320,Boat,1,27,53,152
14eab3a4178c5a93_jpg.rf.d2b4226a038c47b1f66665cb563c021b.jpg,320,320,Boat,0,128,35,226
