FileName,Width,Height,ClassName,XMin,YMin,XMax,YMax
8c83fa18f9de4873_jpg.rf.b4e375b67c4e0d72703d37e478a29bd6.jpg,640,640,Boat,112,324,136,335
8c83fa18f9de4873_jpg.rf.b4e375b67c4e0d72703d37e478a29bd6.jpg,640,640,Boat,167,258,416,333
c8c0d1831d9ca06e_jpg.rf.b681a69a94bce0590c4134c37519e3f2.jpg,640,640,Bicycle,439,238,582,519
05b9960e43749c5d_jpg.rf.b8f833dd954268e3ce9e497e0b76981d.jpg,640,640,Boat,8,82,471,589
05b9960e43749c5d_jpg.rf.b8f833dd954268e3ce9e497e0b76981d.jpg,640,640,Boat,205,43,286,81
b7eb23ed6484b99c_jpg.rf.ba826ab700a00bed47c43080bb64cd7e.jpg,640,640,Person,324,336,358,455
b7eb23ed6484b99c_jpg.rf.ba826ab700a00bed47c43080bb64cd7e.jpg,640,640,Person,133,332,174,497
52f75e594a0501e3_jpg.rf.b9a403df094a911dc003b039280d837d.jpg,640,640,Apple,61,219,573,640
189ca57622f3aaaa_jpg.rf.bb8a3bf4c8ff32508bb66c1194a890fa.jpg,640,640,Apple,393,56,591,348
189ca57622f3aaaa_jpg.rf.bb8a3bf4c8ff32508bb66c1194a890fa.jpg,640,640,Apple,265,330,473,618
189ca57622f3aaaa_jpg.rf.bb8a3bf4c8ff32508bb66c1194a890fa.jpg,640,640,Apple,181,55,392,359
d01a8b3fdfe40035_jpg.rf.bc8d3cac50c0647abefb2f3639c21d40.jpg,640,640,Boat,176,223,562,353
ac48ce2bf431e9d4_jpg.rf.ba7451b518f601cc6ca8ec16567de604.jpg,640,640,Apple,133,134,451,532
28e3f6fe762afd23_jpg.rf.bd43fb44561a2a40a1d95992d959f03b.jpg,640,640,Apple,281,5,464,245
3df080388574a241_jpg.rf.be84fc1b21cbefa8194f10c25a285986.jpg,640,640,Apple,267,465,344,583
41b77497d9294fbc_jpg.rf.bf26c28cef5faa962e5cf983f00408cc.jpg,640,640,Person,292,141,324,248
41b77497d9294fbc_jpg.rf.bf26c28cef5faa962e5cf983f00408cc.jpg,640,640,Bicycle,236,179,267,217
41b77497d9294fbc_jpg.rf.bf26c28cef5faa962e5cf983f00408cc.jpg,640,640,Bicycle,298,185,322,245
41b77497d9294fbc_jpg.rf.bf26c28cef5faa962e5cf983f00408cc.jpg,640,640,Bicycle,374,174,385,204
41b77497d9294fbc_jpg.rf.bf26c28cef5faa962e5cf983f00408cc.jpg,640,640,Person,206,148,231,210
41b77497d9294fbc_jpg.rf.bf26c28cef5faa962e5cf983f00408cc.jpg,640,640,Person,239,157,258,205
41b77497d9294fbc_jpg.rf.bf26c28cef5faa962e5cf983f00408cc.jpg,640,640,Person,285,140,303,201
41b77497d9294fbc_jpg.rf.bf26c28cef5faa962e5cf983f00408cc.jpg,640,640,Person,337,138,351,201
41b77497d9294fbc_jpg.rf.bf26c28cef5faa962e5cf983f00408cc.jpg,640,640,Person,384,146,401,202
41b77497d9294fbc_jpg.rf.bf26c28cef5faa962e5cf983f00408cc.jpg,640,640,Person,416,142,437,202
41b77497d9294fbc_jpg.rf.bf26c28cef5faa962e5cf983f00408cc.jpg,640,640,Person,435,150,458,200
41b77497d9294fbc_jpg.rf.bf26c28cef5faa962e5cf983f00408cc.jpg,640,640,Person,440,154,454,190
41b77497d9294fbc_jpg.rf.bf26c28cef5faa962e5cf983f00408cc.jpg,640,640,Person,554,113,570,168
f8ab0607f6306e9e_jpg.rf.c2adee89f82ef9a1e79f1a514678c803.jpg,640,640,Person,296,0,640,504
01ba9f7d4fa4a903_jpg.rf.c2916cb95eb7beec52f9eb3f61fb2fe1.jpg,640,640,Bird,271,15,413,190
01ba9f7d4fa4a903_jpg.rf.c2916cb95eb7beec52f9eb3f61fb2fe1.jpg,640,640,Bird,24,226,251,428
c2bca784040bc08b_jpg.rf.be301f0bea34631693ab5af0407af485.jpg,640,640,Bicycle,163,83,283,390
c2bca784040bc08b_jpg.rf.be301f0bea34631693ab5af0407af485.jpg,640,640,Bicycle,311,92,428,378
1c36044c14c15f74_jpg.rf.c2d4d5115eb77c06d1ae73546f33defe.jpg,640,640,Person,492,109,585,485
1c36044c14c15f74_jpg.rf.c2d4d5115eb77c06d1ae73546f33defe.jpg,640,640,Person,17,448,73,563
08cf0b872cc0a853_jpg.rf.bc881932ef3cbdf386b08709612f05a6.jpg,640,640,Person,362,352,403,427
08cf0b872cc0a853_jpg.rf.bc881932ef3cbdf386b08709612f05a6.jpg,640,640,Person,458,350,509,435
08cf0b872cc0a853_jpg.rf.bc881932ef3cbdf386b08709612f05a6.jpg,640,640,Person,286,346,311,389
08cf0b872cc0a853_jpg.rf.bc881932ef3cbdf386b08709612f05a6.jpg,640,640,Person,271,354,283,372
08cf0b872cc0a853_jpg.rf.bc881932ef3cbdf386b08709612f05a6.jpg,640,640,Person,195,351,213,385
08cf0b872cc0a853_jpg.rf.bc881932ef3cbdf386b08709612f05a6.jpg,640,640,Person,171,348,191,389
187a8ec5b4cda064_jpg.rf.b511b325004c97ec31e4ac455e4b7fb4.jpg,640,640,Apple,186,496,272,544
187a8ec5b4cda064_jpg.rf.b511b325004c97ec31e4ac455e4b7fb4.jpg,640,640,Apple,89,434,578,640
187a8ec5b4cda064_jpg.rf.b511b325004c97ec31e4ac455e4b7fb4.jpg,640,640,Apple,117,216,576,409
187a8ec5b4cda064_jpg.rf.b511b325004c97ec31e4ac455e4b7fb4.jpg,640,640,Apple,119,28,552,207
0e11c582e6f7304f_jpg.rf.ba79e3e1be24f79de9dd0cb7c6646f2b.jpg,640,640,Person,52,41,513,544
cde4c92c7af91f1b_jpg.rf.c2b7f6c7c57ed825ef1ada3c65c783fb.jpg,640,640,Bicycle,126,75,409,401
cde4c92c7af91f1b_jpg.rf.c2b7f6c7c57ed825ef1ada3c65c783fb.jpg,640,640,Bicycle,155,134,438,405
5d8557a6a05a0905_jpg.rf.c4d32c1064e8dbe8c63dac7852de0e96.jpg,640,640,Person,135,45,639,640
68b5a1b8217533f3_jpg.rf.bd52d761d05aa3918e76d97d90f4574a.jpg,640,640,Boat,222,27,532,327
68b5a1b8217533f3_jpg.rf.bd52d761d05aa3918e76d97d90f4574a.jpg,640,640,Boat,128,450,172,506
68b5a1b8217533f3_jpg.rf.bd52d761d05aa3918e76d97d90f4574a.jpg,640,640,Boat,74,454,106,503
22be77f706b5f9f6_jpg.rf.c3801efaed310a14de50168e31531b2a.jpg,640,640,Apple,182,205,391,562
22be77f706b5f9f6_jpg.rf.c3801efaed310a14de50168e31531b2a.jpg,640,640,Apple,14,253,209,580
da9a535a7e2f2e96_jpg.rf.c592a30cf2cda2c3bfc6b1ad88c81963.jpg,640,640,Person,376,477,450,608
c21d47257fd77371_jpg.rf.c5b3c204ca5d38519e4ae8e711c924d2.jpg,640,640,Bird,180,152,496,389
204ef8135ca65eb3_jpg.rf.b83491db9d24b071dba647695ffa44e5.jpg,640,640,Bird,231,93,633,556
3efb00c4fb446db4_jpg.rf.c6cb331d020bd0bcf278cf6c4ad7d94b.jpg,640,640,Person,517,507,619,640
3efb00c4fb446db4_jpg.rf.c6cb331d020bd0bcf278cf6c4ad7d94b.jpg,640,640,Boat,0,55,216,550
3efb00c4fb446db4_jpg.rf.c6cb331d020bd0bcf278cf6c4ad7d94b.jpg,640,640,Boat,185,0,640,591
3efb00c4fb446db4_jpg.rf.c6cb331d020bd0bcf278cf6c4ad7d94b.jpg,640,640,Person,0,453,640,640
f9ef259b3b05fba1_jpg.rf.b390035eb6557bf6abf44a5fcb22eb56.jpg,640,640,Person,221,94,550,639
3cc27b702c2403f9_jpg.rf.b9f7df15499e3ba32887e6ff5e696dc9.jpg,640,640,Bird,135,100,532,569
03d4281c1e3be23d_jpg.rf.bcfa7691f706f504754541f4207dfb01.jpg,640,640,Person,10,610,95,639
03d4281c1e3be23d_jpg.rf.bcfa7691f706f504754541f4207dfb01.jpg,640,640,Person,119,169,199,472
03d4281c1e3be23d_jpg.rf.bcfa7691f706f504754541f4207dfb01.jpg,640,640,Person,131,610,219,639
03d4281c1e3be23d_jpg.rf.bcfa7691f706f504754541f4207dfb01.jpg,640,640,Person,237,594,440,639
03d4281c1e3be23d_jpg.rf.bcfa7691f706f504754541f4207dfb01.jpg,640,640,Person,468,588,593,640
03d4281c1e3be23d_jpg.rf.bcfa7691f706f504754541f4207dfb01.jpg,640,640,Person,489,446,525,511
a434910db524bae0_jpg.rf.b7ea0263c9862c1de4b403975cc50c11.jpg,640,640,Bicycle,217,90,548,332
a434910db524bae0_jpg.rf.b7ea0263c9862c1de4b403975cc50c11.jpg,640,640,Person,256,166,510,464
02b5bd71e1db8863_jpg.rf.cb2f46e1ed86b06d262d5337c2b152b1.jpg,640,640,Bicycle,179,307,309,584
02b5bd71e1db8863_jpg.rf.cb2f46e1ed86b06d262d5337c2b152b1.jpg,640,640,Bicycle,0,305,640,639
02b5bd71e1db8863_jpg.rf.cb2f46e1ed86b06d262d5337c2b152b1.jpg,640,640,Person,1,130,640,525
33af92468befd2f1_jpg.rf.c8185950a2b813567ba3d48d2308876b.jpg,640,640,Bird,580,118,640,266
33af92468befd2f1_jpg.rf.c8185950a2b813567ba3d48d2308876b.jpg,640,640,Bird,431,195,602,472
33af92468befd2f1_jpg.rf.c8185950a2b813567ba3d48d2308876b.jpg,640,640,Bird,64,148,198,424
a6d968f10d2fbef9_jpg.rf.c755ee640426da407ee96a8a0cb710de.jpg,640,640,Apple,128,286,326,489
a6d968f10d2fbef9_jpg.rf.c755ee640426da407ee96a8a0cb710de.jpg,640,640,Apple,610,35,640,118
a6d968f10d2fbef9_jpg.rf.c755ee640426da407ee96a8a0cb710de.jpg,640,640,Apple,439,0,571,88
a6d968f10d2fbef9_jpg.rf.c755ee640426da407ee96a8a0cb710de.jpg,640,640,Apple,376,306,549,430
a6d968f10d2fbef9_jpg.rf.c755ee640426da407ee96a8a0cb710de.jpg,640,640,Apple,416,218,516,286
a6d968f10d2fbef9_jpg.rf.c755ee640426da407ee96a8a0cb710de.jpg,640,640,Apple,125,75,320,324
05a278a5a6026086_jpg.rf.c6f31b3cd434056bf8da3c37a50b015a.jpg,640,640,Apple,581,550,640,639
05a278a5a6026086_jpg.rf.c6f31b3cd434056bf8da3c37a50b015a.jpg,640,640,Apple,1,131,622,639
05a278a5a6026086_jpg.rf.c6f31b3cd434056bf8da3c37a50b015a.jpg,640,640,Apple,115,39,274,268
023b7cda51750085_jpg.rf.ca8874eea118d930faa1f736821708cd.jpg,640,640,Person,418,262,452,363
023b7cda51750085_jpg.rf.ca8874eea118d930faa1f736821708cd.jpg,640,640,Person,356,273,398,365
4dceff7f1391e952_jpg.rf.c729dc278366375a9d91f8045cde6605.jpg,640,640,Bicycle,63,84,444,624
4dceff7f1391e952_jpg.rf.c729dc278366375a9d91f8045cde6605.jpg,640,640,Person,0,433,80,640
4dceff7f1391e952_jpg.rf.c729dc278366375a9d91f8045cde6605.jpg,640,640,Person,11,437,82,640
52d50dc1a9315dc8_jpg.rf.ccfcc24c962e72c6a914841be6637cc0.jpg,640,640,Apple,166,289,508,474
bf1627a641344e7c_jpg.rf.ccf1b96e2e9691a196e5f1edfddacc5a.jpg,640,640,Person,287,304,386,573
7fc22c6fb981184c_jpg.rf.c1ec28ac52f8d4cf5c4b9cf9038e9f36.jpg,640,640,Apple,173,172,517,625
a3107ec6c0eba251_jpg.rf.cb0d612f4c79c3ca7cd8f068a67ef7a7.jpg,640,640,Bird,284,270,524,486
8c7a9c999e8830ae_jpg.rf.cb109a5a76e2d6c03fe7a1756ea9094f.jpg,640,640,Bird,125,161,301,553
28994a1ed7ee8b68_jpg.rf.ce02f551dbd2cf7261495f24f0f92657.jpg,640,640,Person,211,378,254,634
28994a1ed7ee8b68_jpg.rf.ce02f551dbd2cf7261495f24f0f92657.jpg,640,640,Person,0,206,640,639
180c0fa3247adef5_jpg.rf.cd4daa2b3a987943e50c9f755d6332d9.jpg,640,640,Boat,283,173,400,334
180c0fa3247adef5_jpg.rf.cd4daa2b3a987943e50c9f755d6332d9.jpg,640,640,Bicycle,204,509,553,639
180c0fa3247adef5_jpg.rf.cd4daa2b3a987943e50c9f755d6332d9.jpg,640,640,Boat,133,336,204,342
b00d7898ef2b92ca_jpg.rf.bf42ae11a207e17114b5ef2ae7f9c543.jpg,640,640,Person,282,256,387,640
b00d7898ef2b92ca_jpg.rf.bf42ae11a207e17114b5ef2ae7f9c543.jpg,640,640,Person,7,278,66,444
b00d7898ef2b92ca_jpg.rf.bf42ae11a207e17114b5ef2ae7f9c543.jpg,640,640,Person,60,280,97,437
b00d7898ef2b92ca_jpg.rf.bf42ae11a207e17114b5ef2ae7f9c543.jpg,640,640,Person,96,293,222,640
b00d7898ef2b92ca_jpg.rf.bf42ae11a207e17114b5ef2ae7f9c543.jpg,640,640,Person,106,307,138,348
b00d7898ef2b92ca_jpg.rf.bf42ae11a207e17114b5ef2ae7f9c543.jpg,640,640,Person,133,281,228,411
b00d7898ef2b92ca_jpg.rf.bf42ae11a207e17114b5ef2ae7f9c543.jpg,640,640,Person,236,275,308,483
b00d7898ef2b92ca_jpg.rf.bf42ae11a207e17114b5ef2ae7f9c543.jpg,640,640,Person,355,272,421,570
b00d7898ef2b92ca_jpg.rf.bf42ae11a207e17114b5ef2ae7f9c543.jpg,640,640,Person,412,144,575,640
630c8afd6a867e93_jpg.rf.ce246df75948c6565e00c3f8122e3eee.jpg,640,640,Boat,56,115,454,565
630c8afd6a867e93_jpg.rf.ce246df75948c6565e00c3f8122e3eee.jpg,640,640,Boat,476,132,616,294
630c8afd6a867e93_jpg.rf.ce246df75948c6565e00c3f8122e3eee.jpg,640,640,Boat,335,48,531,327
ac9853b5c3ca1560_jpg.rf.c811f80666dd29cd21784dd36627584a.jpg,640,640,Bicycle,2,51,640,623
02df2d0f96b53a4b_jpg.rf.c99260a14ecaf931b58b25f14d4a711c.jpg,640,640,Bird,241,196,302,255
02df2d0f96b53a4b_jpg.rf.c99260a14ecaf931b58b25f14d4a711c.jpg,640,640,Bird,263,296,287,345
02df2d0f96b53a4b_jpg.rf.c99260a14ecaf931b58b25f14d4a711c.jpg,640,640,Bird,276,330,320,369
02df2d0f96b53a4b_jpg.rf.c99260a14ecaf931b58b25f14d4a711c.jpg,640,640,Bird,289,158,337,217
02df2d0f96b53a4b_jpg.rf.c99260a14ecaf931b58b25f14d4a711c.jpg,640,640,Bird,310,338,334,414
02df2d0f96b53a4b_jpg.rf.c99260a14ecaf931b58b25f14d4a711c.jpg,640,640,Bird,338,195,389,259
02df2d0f96b53a4b_jpg.rf.c99260a14ecaf931b58b25f14d4a711c.jpg,640,640,Bird,340,293,372,365
2cdf74bb1a73cc60_jpg.rf.cec18eaaabbb4ad59a6cc8fc29b9ea15.jpg,640,640,Person,169,93,218,253
2cdf74bb1a73cc60_jpg.rf.cec18eaaabbb4ad59a6cc8fc29b9ea15.jpg,640,640,Person,0,106,15,170
2cdf74bb1a73cc60_jpg.rf.cec18eaaabbb4ad59a6cc8fc29b9ea15.jpg,640,640,Person,34,107,63,166
2cdf74bb1a73cc60_jpg.rf.cec18eaaabbb4ad59a6cc8fc29b9ea15.jpg,640,640,Person,51,109,67,173
